"","Term","Ont","N","DE","P.DE"
"GO:0005622","intracellular","CC",15073,747,0.00000000000000000000560667073853134
"GO:0044424","intracellular part","CC",15063,746,0.00000000000000000000989786302125723
"GO:0043229","intracellular organelle","CC",13294,682,0.0000000000000000000273487707444435
"GO:0044444","cytoplasmic part","CC",9735,538,0.000000000000000000406987183195695
"GO:0043227","membrane-bounded organelle","CC",13019,667,0.000000000000000000831015185947203
"GO:0043226","organelle","CC",14144,706,0.00000000000000000462035569028572
"GO:0043231","intracellular membrane-bounded organelle","CC",11488,605,0.0000000000000000057165707072259
"GO:0005737","cytoplasm","CC",11625,607,0.0000000000000000487309527205177
"GO:0005912","adherens junction","CC",546,69,0.000000000000000291601491237507
"GO:0070161","anchoring junction","CC",562,69,0.00000000000000129208976584581
"GO:0012505","endomembrane system","CC",4441,284,0.00000000000000496147917291497
"GO:0005829","cytosol","CC",5085,315,0.00000000000000509511805957178
"GO:0030055","cell-substrate junction","CC",412,56,0.0000000000000091102926451832
"GO:0005925","focal adhesion","CC",405,55,0.0000000000000165246507179168
"GO:0044446","intracellular organelle part","CC",9811,523,0.0000000000000171731851900202
"GO:0005924","cell-substrate adherens junction","CC",408,55,0.0000000000000226485260542015
