"","Term","Ont","N","DE","P.DE"
"GO:0044424","intracellular part","CC",15063,1285,2.49150306347517e-53
"GO:0005622","intracellular","CC",15073,1285,4.56802472049113e-53
"GO:0043231","intracellular membrane-bounded organelle","CC",11488,1059,2.49647076387897e-46
"GO:0005654","nucleoplasm","CC",3512,457,1.94510440545245e-45
"GO:0043227","membrane-bounded organelle","CC",13019,1147,1.41330355081996e-43
"GO:0044260","cellular macromolecule metabolic process","BP",8352,837,1.60021771794795e-43
"GO:0043229","intracellular organelle","CC",13294,1161,1.30482034144921e-42
"GO:0005515","protein binding","MF",11807,1063,1.59514018519405e-40
"GO:0043226","organelle","CC",14144,1204,6.64615854730953e-40
"GO:0005634","nucleus","CC",7932,787,2.48827999710811e-37
"GO:0005488","binding","MF",15267,1258,3.91835336845177e-36
"GO:0044237","cellular metabolic process","BP",11301,1013,5.9763015884628e-35
"GO:0005829","cytosol","CC",5085,552,0.0000000000000000000000000000000221265641534446
"GO:1902494","catalytic complex","CC",1370,218,0.0000000000000000000000000000000695348194560215
"GO:0044446","intracellular organelle part","CC",9811,902,0.0000000000000000000000000000000719948769323148
"GO:0031981","nuclear lumen","CC",4594,508,0.000000000000000000000000000000377304500063605
"GO:0031323","regulation of cellular metabolic process","BP",6305,642,0.00000000000000000000000000000121695483643099
"GO:0044428","nuclear part","CC",5023,541,0.00000000000000000000000000000135753926269504
"GO:0044267","cellular protein metabolic process","BP",5276,559,0.00000000000000000000000000000617103062763131
"GO:0044422","organelle part","CC",10112,912,0.0000000000000000000000000000680647694277534
