"","Term","Ont","N","DE","P.DE"
"GO:0005654","nucleoplasm","CC",3512,157,0.0000000000000000000000359847343505171
"GO:0005634","nucleus","CC",7932,260,0.00000000000000000000177197745680251
"GO:0031981","nuclear lumen","CC",4594,181,0.00000000000000000000482775904732773
"GO:0043231","intracellular membrane-bounded organelle","CC",11488,329,0.00000000000000000000719766133173397
"GO:0044260","cellular macromolecule metabolic process","BP",8352,266,0.000000000000000000027490836980431
"GO:0044428","nuclear part","CC",5023,189,0.0000000000000000000695219254888195
"GO:0019219","regulation of nucleobase-containing compound metabolic process","BP",4140,166,0.00000000000000000011628357622065
"GO:0031323","regulation of cellular metabolic process","BP",6305,219,0.000000000000000000132894076887351
"GO:0044424","intracellular part","CC",15063,385,0.000000000000000000190319840281058
"GO:0005622","intracellular","CC",15073,385,0.00000000000000000022958108404084
"GO:0043227","membrane-bounded organelle","CC",13019,351,0.00000000000000000114336697610373
"GO:2000112","regulation of cellular macromolecule biosynthetic process","BP",3998,159,0.00000000000000000264678495437621
"GO:0010556","regulation of macromolecule biosynthetic process","BP",4138,162,0.00000000000000000484451269065625
"GO:0044451","nucleoplasm part","CC",1126,72,0.00000000000000000780690921693327
"GO:0031326","regulation of cellular biosynthetic process","BP",4325,166,0.0000000000000000102462425502636
"GO:0009889","regulation of biosynthetic process","BP",4404,168,0.0000000000000000104076948033767
"GO:0051171","regulation of nitrogen compound metabolic process","BP",6063,208,0.0000000000000000149474744148165
"GO:0034645","cellular macromolecule biosynthetic process","BP",4961,181,0.0000000000000000243506268385216
"GO:0044237","cellular metabolic process","BP",11301,317,0.0000000000000000263352728296662
"GO:0080090","regulation of primary metabolic process","BP",6233,211,0.0000000000000000336438036284946
