"","Term","Ont","N","DE","P.DE"
"GO:0050911","detection of chemical stimulus involved in sensory perception of smell","BP",427,208,1.22328487678809e-230
"GO:0050907","detection of chemical stimulus involved in sensory perception","BP",477,212,1.91594575271532e-224
"GO:0007608","sensory perception of smell","BP",454,208,2.50468194272778e-223
"GO:0009593","detection of chemical stimulus","BP",512,212,3.66012448444514e-216
"GO:0050906","detection of stimulus involved in sensory perception","BP",531,213,1.23700318615062e-213
"GO:0007606","sensory perception of chemical stimulus","BP",526,212,4.59688989119833e-213
"GO:0051606","detection of stimulus","BP",691,213,1.24085322256081e-184
"GO:0007600","sensory perception","BP",977,217,1.81798480042177e-154
"GO:0050877","nervous system process","BP",1437,221,1.42653559418302e-121
"GO:0007186","G protein-coupled receptor signaling pathway","BP",1371,216,1.40258885878206e-120
"GO:0003008","system process","BP",2216,227,1.71484145163367e-87
"GO:0032501","multicellular organismal process","BP",7751,352,1.51702681794022e-48
"GO:0031424","keratinization","BP",224,58,1.50965516476709e-42
"GO:0042221","response to chemical","BP",4797,252,4.2031195922242e-39
